area_type,availability,location,society,total_sqft,bath,balcony,price,Month_of_Availability
Super built-up  Area,Not Ready To Move,Hennur Road,In society,1317.5,2,0,63.77,9
Super built-up  Area,Ready To Move,Hebbal,In society,3450.0,5,2,260.0,0
Super built-up  Area,Not Ready To Move,Munnekollal,In society,1102.0,2,2,53.67,4
Super built-up  Area,Ready To Move,Yelahanka,In society,1350.0,2,2,54.0,0
Super built-up  Area,Ready To Move,Banashankari,Not in society,1200.0,2,2,42.0,0
Plot  Area,Ready To Move,Hosa Road,Not in society,1300.0,6,0,145.0,0
Plot  Area,Ready To Move,Herohalli,Not in society,1800.0,1,1,80.0,0
Built-up  Area,Ready To Move,Chikkabanavar,Not in society,950.0,2,1,40.0,0
Super built-up  Area,Not Ready To Move,Kanakpura Road,In society,525.0,1,1,27.25,12
Built-up  Area,Ready To Move,Attibele,In society,656.0,2,1,25.0,0
Plot  Area,Ready To Move,Marathahalli,Not in society,1780.0,4,3,175.0,0
Super built-up  Area,Ready To Move,3rd Block Hrbr Layout,In society,1056.0,2,1,80.0,0
Super built-up  Area,Not Ready To Move,Bannerghatta Road,In society,595.0,1,1,33.32,2
Built-up  Area,Ready To Move,Ittamadu,Not in society,1080.0,2,2,50.0,0
Super built-up  Area,Not Ready To Move,7th Phase JP Nagar,In society,2225.0,3,1,160.0,12
Super built-up  Area,Not Ready To Move,Bommasandra,In society,1126.0,2,1,28.15,8
Super built-up  Area,Ready To Move,Electronics City Phase 1,In society,1490.0,3,1,84.0,0
Plot  Area,Ready To Move,HRBR Layout,Not in society,2000.0,4,1,300.0,0
Super built-up  Area,Ready To Move,Sarjapur  Road,In society,1550.0,3,3,100.0,0
Super built-up  Area,Ready To Move,Whitefield,In society,1600.0,3,2,86.0,0
Built-up  Area,Ready To Move,Ashwini layout,Not in society,1160.0,2,1,55.0,0
Built-up  Area,Ready To Move,Whitefield,In society,4144.0,4,3,315.0,0
Super built-up  Area,Ready To Move,Sarjapur  Road,In society,2100.0,3,2,125.0,0
Super built-up  Area,Ready To Move,Vittasandra,In society,1404.0,2,1,69.3,0
Plot  Area,Ready To Move,Sarjapur  Road,In society,2230.0,4,3,225.0,0
Super built-up  Area,Ready To Move,Marathalli bridge,Not in society,1544.0,3,2,120.0,0
Super built-up  Area,Not Ready To Move,Banashankari Stage III,In society,1305.0,2,1,58.7,5
Super built-up  Area,Ready To Move,Marathahalli,In society,1230.0,2,2,80.0,0
Plot  Area,Ready To Move,T.C PALYA,Not in society,1200.0,2,0,65.0,0
Super built-up  Area,Ready To Move,Harlur,Not in society,1460.0,3,1,73.0,0
Plot  Area,Ready To Move,Sarjapur  Road,In society,1800.0,2,2,34.185,0
Built-up  Area,Ready To Move,Gottigere,Not in society,967.0,2,3,45.0,0
Built-up  Area,Ready To Move,Byatarayanapura,Not in society,540.0,1,1,36.0,0
Super built-up  Area,Not Ready To Move,Hormavu,In society,715.0,1,2,46.0,12
Super built-up  Area,Ready To Move,Whitefield,In society,2500.0,3,2,313.0,0
Super built-up  Area,Ready To Move,Dooravani Nagar,In society,1578.0,3,1,180.0,0
Super built-up  Area,Ready To Move,Mysore Road,Not in society,1020.0,2,1,48.95,0
Super built-up  Area,Ready To Move,Jigani,In society,1020.0,2,1,40.0,0
Super built-up  Area,Ready To Move,Koramangala,In society,1253.0,2,1,102.0,0
Super built-up  Area,Ready To Move,JCR Layout,In society,1180.0,2,2,42.0,0
Super built-up  Area,Ready To Move,Nehru Nagar,In society,961.0,2,2,38.0,0
Built-up  Area,Ready To Move,Kanakapura,Not in society,1419.0,3,3,75.0,0
Super built-up  Area,Ready To Move,Harlur,In society,1709.0,3,2,150.0,0
Plot  Area,Ready To Move,Papareddipalya,Not in society,1600.0,2,0,115.0,0
Super built-up  Area,Not Ready To Move,Venkatapura,Not in society,416.0,1,1,18.5,7
Carpet  Area,Ready To Move,Sanjay nagar,Not in society,1100.0,2,2,98.0,0
Super built-up  Area,Ready To Move,HSR Layout,Not in society,1430.0,2,1,65.0,0
Super built-up  Area,Ready To Move,Sneha Colony,In society,1260.0,2,2,45.0,0
Built-up  Area,Ready To Move,RMV Extension,In society,1630.0,3,2,85.0,0
Super built-up  Area,Not Ready To Move,Sarjapur  Road,In society,1249.0,3,2,44.71,5
Super built-up  Area,Ready To Move,Kalena Agrahara,In society,1450.0,2,3,85.0,0
Super built-up  Area,Not Ready To Move,Konanakunte,In society,2791.0,3,1,223.0,11
Super built-up  Area,Ready To Move,Hosapalya,Not in society,600.0,1,0,90.0,0
Built-up  Area,Ready To Move,Ashwini layout,In society,834.0,1,1,60.0,0
Plot  Area,Ready To Move,Doddagubbi,Not in society,1125.0,4,1,70.0,0
Super built-up  Area,Ready To Move,Arekere,Not in society,2060.0,3,2,140.0,0
Super built-up  Area,Not Ready To Move,Malleshwaram,Not in society,12000.0,7,3,2200.0,1
Built-up  Area,Ready To Move,Gottigere,In society,891.0,2,1,25.0,0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,In society,1133.0,2,1,49.07,0
Built-up  Area,Ready To Move,Bisuvanahalli,In society,1075.0,2,1,37.0,0
Super built-up  Area,Not Ready To Move,Sector 6 HSR Layout,Not in society,3000.0,5,2,260.0,5
Plot  Area,Ready To Move,Brookefield,Not in society,2440.0,5,2,425.0,0
Built-up  Area,Ready To Move,Vidyaranyapura,Not in society,1200.0,2,2,55.0,0
Super built-up  Area,Ready To Move,Thanisandra,Not in society,1075.0,2,2,45.8,0
Super built-up  Area,Ready To Move,Kaggadasapura,Not in society,1140.0,2,2,40.0,0
Plot  Area,Ready To Move,Margondanahalli,Not in society,940.0,4,2,150.0,0
Plot  Area,Ready To Move,ITI Layout,Not in society,2160.0,5,1,250.0,0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,In society,1090.0,2,1,42.0,0
Built-up  Area,Ready To Move,R.T. Nagar,Not in society,1500.0,4,1,70.0,0
Super built-up  Area,Ready To Move,Whitefield,Not in society,4104.0,4,2,360.0,0
Super built-up  Area,Ready To Move,Whitefield,Not in society,1790.0,3,2,100.0,0
Super built-up  Area,Not Ready To Move,Hebbal,In society,1920.0,3,2,134.0,12
Built-up  Area,Ready To Move,HRBR Layout,In society,1374.0,2,2,95.0,0
Carpet  Area,Ready To Move,Bannerghatta Road,Not in society,1445.0,3,2,95.0,0
Super built-up  Area,Not Ready To Move,Kanakapura,In society,711.0,1,1,36.0,12
Super built-up  Area,Ready To Move,Tumkur Road,In society,1500.0,3,3,95.0,0
Super built-up  Area,Ready To Move,Whitefield,In society,1720.0,3,3,100.0,0
Super built-up  Area,Ready To Move,Vasanthapura,Not in society,1400.0,3,2,60.0,0
Built-up  Area,Ready To Move,Kundalahalli,Not in society,1030.0,2,2,49.0,0
Super built-up  Area,Ready To Move,Mysore Road,In society,1200.0,2,1,85.0,0
Carpet  Area,Not Ready To Move,Hosahalli,In society,1375.0,3,2,70.0,7
Plot  Area,Ready To Move,Hegde Nagar,Not in society,1050.0,1,2,56.0,0
Super built-up  Area,Ready To Move,Jalahalli,In society,2250.0,3,2,160.0,0
Super built-up  Area,Ready To Move,Bellandur,In society,1000.0,2,2,50.0,0
Super built-up  Area,Ready To Move,Jalahalli West,In society,469.0,1,0,25.0,0
Super built-up  Area,Ready To Move,Marathahalli,In society,3800.0,4,3,250.0,0
Super built-up  Area,Ready To Move,Kambipura,In society,883.0,2,1,29.0,0
Super built-up  Area,Ready To Move,GM Palaya,In society,1820.0,2,3,86.0,0
Built-up  Area,Ready To Move,Singasandra,Not in society,1440.0,2,3,65.0,0
Super built-up  Area,Ready To Move,near Ramanashree California resort,Not in society,3600.0,4,1,160.0,0
Built-up  Area,Ready To Move,Malleshwaram,In society,2500.0,5,2,325.0,0
Super built-up  Area,Not Ready To Move,Mahadevpura,Not in society,1225.0,2,2,48.0,8
Plot  Area,Ready To Move,"6th block banashankari 3rd stage, 100 feet ORR",Not in society,4000.0,3,1,660.0,0
Carpet  Area,Ready To Move,Chikkalasandra,Not in society,875.0,2,3,52.8,0
Super built-up  Area,Ready To Move,Jalahalli East,In society,750.0,1,2,40.0,0
Super built-up  Area,Ready To Move,6th Phase JP Nagar,Not in society,1180.0,2,3,80.0,0
Super built-up  Area,Ready To Move,Haralur Road,Not in society,1194.0,2,2,47.0,0
Super built-up  Area,Ready To Move,Hennur Road,Not in society,1500.0,2,2,62.0,0
Super built-up  Area,Ready To Move,Poornapragna Housing Society Layout,Not in society,1160.0,2,2,52.2,0
Built-up  Area,Ready To Move,Arekere,Not in society,4125.0,9,2,265.0,0
Super built-up  Area,Ready To Move,Hosakerehalli,In society,2378.0,3,1,262.0,0
Super built-up  Area,Ready To Move,Sarjapur,In society,1128.0,2,1,60.0,0
Super built-up  Area,Ready To Move,Hebbal,In society,1500.0,3,1,150.0,0
Built-up  Area,Not Ready To Move,Huskur,Not in society,1220.0,2,1,35.23,8
Super built-up  Area,Ready To Move,Sarjapur  Road,Not in society,1210.0,2,2,58.0,0
Super built-up  Area,Not Ready To Move,Kanakpura Road,In society,1100.0,2,1,58.0,10
Super built-up  Area,Ready To Move,Bommasandra,In society,1200.0,3,2,46.0,0
Built-up  Area,Not Ready To Move,Haralur Road,In society,3385.0,5,2,260.0,3
Super built-up  Area,Ready To Move,Nagondanahalli,In society,1641.0,3,2,66.0,0
Super built-up  Area,Ready To Move,Horamavu Agara,Not in society,1200.0,2,1,45.0,0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,In society,1260.0,2,1,67.39,0
Super built-up  Area,Ready To Move,Mahadevpura,Not in society,1720.0,3,3,78.0,0
Super built-up  Area,Ready To Move,Yelahanka,In society,1132.5,2,0,48.13,0
Super built-up  Area,Ready To Move,Yelahanka,In society,1210.0,2,1,45.98,0
Built-up  Area,Ready To Move,Indira Nagar,Not in society,2200.0,4,2,200.0,0
Super built-up  Area,Ready To Move,Bisuvanahalli,In society,1075.0,2,1,45.0,0
Built-up  Area,Ready To Move,Thanisandra,In society,1702.0,3,2,130.0,0
Super built-up  Area,Ready To Move,Shanthala Nagar,In society,1630.0,2,2,200.0,0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,In society,1141.0,2,2,38.55,0
Super built-up  Area,Not Ready To Move,Shantiniketan Layout,Not in society,2072.0,3,2,108.0,4
Super built-up  Area,Not Ready To Move,JP Nagar,In society,5520.0,2,2,375.0,12
Built-up  Area,Ready To Move,Herohalli,Not in society,1200.0,2,0,70.0,0
Super built-up  Area,Ready To Move,Teachers Colony,Not in society,1350.0,3,0,77.0,0
Built-up  Area,Not Ready To Move,Bettahalsoor,In society,4046.0,4,0,445.0,3
Super built-up  Area,Not Ready To Move,Srinivasa Nagar,Not in society,1180.0,2,2,78.34,12
Built-up  Area,Ready To Move,Yelahanka,In society,35000.0,3,3,130.0,0
Super built-up  Area,Ready To Move,Langford Town,Not in society,1355.0,2,2,115.0,0
Plot  Area,Ready To Move,Sulthangunta,Not in society,600.0,1,0,50.0,0
Plot  Area,Ready To Move,Hormavu,Not in society,1200.0,7,2,150.0,0
Super built-up  Area,Ready To Move,Bannerghatta Road,Not in society,1640.0,2,1,120.0,0
Plot  Area,Ready To Move,Byrathi Village,Not in society,1200.0,5,0,100.0,0
Super built-up  Area,Ready To Move,Kodichikkanahalli,Not in society,1190.0,2,2,57.0,0
Plot  Area,Ready To Move,OMBR Layout,Not in society,2400.0,4,2,375.0,0
Super built-up  Area,Ready To Move,Marathahalli,Not in society,1019.0,2,2,49.85,0
Super built-up  Area,Ready To Move,Ambedkar Colony,In society,1875.0,3,2,165.0,0
Super built-up  Area,Not Ready To Move,Akshaya Nagar,Not in society,1250.0,3,2,40.0,5
Plot  Area,Ready To Move,Brookefield,In society,1200.0,3,2,140.0,0
Super built-up  Area,Ready To Move,Whitefield,In society,1140.0,2,1,56.0,0
Super built-up  Area,Ready To Move,Lingadheeranahalli,In society,1683.0,3,1,109.0,0
Super built-up  Area,Ready To Move,Kaggadasapura,In society,1515.0,3,2,83.3,0
Super built-up  Area,Not Ready To Move,Hoodi,In society,2118.0,4,2,111.0,12
Built-up  Area,Ready To Move,Bannerghatta Road,Not in society,1380.0,3,0,58.0,0
Super built-up  Area,Ready To Move,Varthur Road,Not in society,1083.0,2,2,61.75,0
Plot  Area,Ready To Move,Anjappa Layout,Not in society,600.0,2,1,55.0,0
Built-up  Area,Ready To Move,Avalahalli,In society,2300.0,3,3,120.0,0
Super built-up  Area,Ready To Move,Prakruthi Nagar,In society,1240.0,2,2,60.0,0
Super built-up  Area,Ready To Move,Surabhi Layout,In society,1750.0,3,1,120.0,0
Super built-up  Area,Not Ready To Move,Sadaramangala,Not in society,1230.0,2,2,43.48,4
Plot  Area,Not Ready To Move,Anjanapura,Not in society,1500.0,3,1,139.0,8
Super built-up  Area,Ready To Move,Abbigere,In society,985.0,2,1,40.39,0
Plot  Area,Ready To Move,Tindlu,In society,1500.0,2,1,87.0,0
Built-up  Area,Not Ready To Move,Electronic City,Not in society,1125.0,2,1,32.49,12
Built-up  Area,Ready To Move,Maruthi Sevanagar,In society,950.0,2,1,44.0,0
Super built-up  Area,Not Ready To Move,JP Nagar,In society,5600.0,2,2,548.5,12
Super built-up  Area,Ready To Move,Kothanur,Not in society,1580.0,3,3,76.0,0
Plot  Area,Ready To Move,B Narayanapura,Not in society,1092.0,2,1,98.5,0
Built-up  Area,Not Ready To Move,Electronic City Phase II,In society,1090.0,2,1,28.34,7
Built-up  Area,Not Ready To Move,Hennur Road,Not in society,2264.0,3,1,159.0,3
Super built-up  Area,Not Ready To Move,Dommasandra,Not in society,1033.0,2,2,25.53,8
Super built-up  Area,Not Ready To Move,Kammasandra,In society,810.0,2,2,24.5,4
Super built-up  Area,Ready To Move,Green Garden Layout,In society,1045.0,2,0,45.0,0
Super built-up  Area,Not Ready To Move,Hebbal,In society,1337.0,2,1,82.0,9
Super built-up  Area,Ready To Move,Chandapura,Not in society,1200.0,2,2,32.0,0
Super built-up  Area,Ready To Move,Koramangala,In society,1580.0,3,2,160.0,0
Super built-up  Area,Ready To Move,Begur Road,In society,1500.0,2,3,54.0,0
Super built-up  Area,Not Ready To Move,Whitefield,In society,1640.0,4,2,91.0,9
Super built-up  Area,Ready To Move,Silver Springs Layout,In society,1570.0,3,2,62.0,0
Super built-up  Area,Ready To Move,Gubbalala,In society,1470.0,2,2,82.0,0
Super built-up  Area,Ready To Move,Kengeri,Not in society,1160.0,2,2,40.61,0
Built-up  Area,Ready To Move,7th Phase JP Nagar,In society,1050.0,2,1,71.0,0
Super built-up  Area,Not Ready To Move,Dairy Circle,In society,1855.0,3,1,225.0,6
Super built-up  Area,Ready To Move,Bannerghatta Road,In society,1460.0,2,1,90.0,0
Built-up  Area,Ready To Move,Hulimavu,Not in society,1823.0,3,2,100.0,0
Super built-up  Area,Ready To Move,Electronic City,In society,1094.0,2,2,42.0,0
Super built-up  Area,Ready To Move,Budigere,In society,1153.0,2,2,57.0,0
Built-up  Area,Ready To Move,Hoysalanagar,In society,1325.0,3,1,57.0,0
Plot  Area,Ready To Move,Parappana Agrahara,Not in society,1200.0,3,2,85.0,0
Built-up  Area,Ready To Move,Jakkur,In society,1590.0,2,2,125.0,0
Plot  Area,Ready To Move,Jeevan bima nagar,Not in society,1210.0,4,2,160.0,0
Plot  Area,Ready To Move,Raja Rajeshwari Nagar,Not in society,1200.0,4,0,220.0,0
Super built-up  Area,Ready To Move,Narayana Nagar 1st Block,In society,1202.0,2,1,48.0,0
Built-up  Area,Ready To Move,Haralur Road,Not in society,1202.0,2,1,53.0,0
Super built-up  Area,Ready To Move,KSRTC Layout,In society,1200.0,2,3,62.5,0
Super built-up  Area,Not Ready To Move,Panathur,In society,1688.0,3,1,118.0,2
Built-up  Area,Ready To Move,Kaval Byrasandra,In society,1020.0,2,1,52.0,0
Super built-up  Area,Ready To Move,Sarjapur,In society,1185.0,2,2,47.0,0
Super built-up  Area,Not Ready To Move,Ramagondanahalli,In society,1235.0,2,1,52.04,10
Super built-up  Area,Ready To Move,Hosakerehalli,In society,3205.0,5,1,500.0,0
Super built-up  Area,Ready To Move,Banashankari,Not in society,1077.0,2,2,37.64,0
Super built-up  Area,Ready To Move,Kengeri Satellite Town,In society,1415.0,2,3,66.0,0
Super built-up  Area,Not Ready To Move,EPIP Zone,In society,2330.0,3,2,162.0,4
Super built-up  Area,Ready To Move,Whitefield,In society,805.0,2,2,35.0,0
Built-up  Area,Ready To Move,P&T Colony,Not in society,425.0,1,0,20.03,0
Super built-up  Area,Ready To Move,Whitefield,In society,1155.0,2,3,59.95,0
Super built-up  Area,Ready To Move,Cunningham Road,Not in society,5270.0,4,3,1250.0,0
Super built-up  Area,Ready To Move,Anekal,Not in society,656.0,2,1,22.0,0
Built-up  Area,Ready To Move,New Gurappana Palya,In society,1100.0,2,0,48.0,0
Super built-up  Area,Ready To Move,Mahadevpura,Not in society,1150.0,2,3,52.0,0
Plot  Area,Ready To Move,Chelekare,Not in society,600.0,1,1,60.0,0
Super built-up  Area,Ready To Move,Ambedkar Colony,In society,1468.0,2,1,140.0,0
Plot  Area,Ready To Move,Palanahalli,In society,4300.0,5,2,550.0,0
Super built-up  Area,Not Ready To Move,Whitefield,In society,2280.0,4,2,126.0,12
Super built-up  Area,Ready To Move,Hegde Nagar,In society,1341.0,2,1,97.0,0
Super built-up  Area,Ready To Move,Jakkur,Not in society,1279.0,2,1,77.0,0
Super built-up  Area,Not Ready To Move,Electronic City Phase II,In society,2225.0,4,0,98.88,12
Super built-up  Area,Ready To Move,Thanisandra,In society,1185.0,2,2,43.51,0
Super built-up  Area,Ready To Move,Vadarpalya,In society,1750.0,3,2,85.0,0
Super built-up  Area,Ready To Move,Kudlu,In society,1152.0,2,1,53.5,0
Plot  Area,Ready To Move,Shivanagar,Not in society,1000.0,4,1,160.0,0
Super built-up  Area,Ready To Move,Hulimavu,In society,1300.0,2,3,36.0,0
Plot  Area,Not Ready To Move,Varthur Road,Not in society,2760.0,4,2,155.0,11
Super built-up  Area,Not Ready To Move,5th Phase JP Nagar,Not in society,1070.0,2,2,39.0,8
Super built-up  Area,Ready To Move,Uttarahalli,In society,1101.0,2,0,45.0,0
Super built-up  Area,Ready To Move,V.V Puram,Not in society,775.0,2,1,55.0,0
Super built-up  Area,Ready To Move,Yeshwanthpur,In society,667.0,1,1,36.85,0
Super built-up  Area,Ready To Move,Electronic City,In society,1070.0,2,1,55.0,0
Built-up  Area,Ready To Move,Old Airport Road,In society,1875.0,2,2,110.0,0
Super built-up  Area,Ready To Move,Kundalahalli,In society,735.0,2,1,57.99,0
Plot  Area,Ready To Move,Sarjapur,Not in society,4360.0,4,1,90.0,0
Super built-up  Area,Ready To Move,Koramangala,Not in society,1750.0,3,2,130.0,0
Super built-up  Area,Ready To Move,Marathahalli,In society,1215.0,2,1,67.0,0
Plot  Area,Ready To Move,Sector 3 HSR Layout,Not in society,600.0,9,3,190.0,0
Super built-up  Area,Ready To Move,Vishwapriya Layout,In society,820.0,2,1,30.0,0
Super built-up  Area,Not Ready To Move,Banashankari Stage VI,In society,1177.5,2,0,59.935,12
Super built-up  Area,Ready To Move,Battarahalli,In society,1779.0,3,2,89.61,0
Built-up  Area,Ready To Move,HMT Layout,In society,1105.0,2,2,58.0,0
Built-up  Area,Ready To Move,Basavanagara,Not in society,1000.0,2,1,93.0,0
Super built-up  Area,Ready To Move,Whitefield,In society,1650.0,3,2,60.0,0
Super built-up  Area,Ready To Move,Jalahalli,In society,1694.0,2,2,150.0,0
Super built-up  Area,Ready To Move,Hosakerehalli,In society,2376.0,3,1,203.0,0
Super built-up  Area,Ready To Move,Cox Town,Not in society,1975.0,3,3,150.0,0
Super built-up  Area,Ready To Move,Kammasandra,In society,674.0,2,1,33.0,0
Super built-up  Area,Ready To Move,Kaggadasapura,In society,1185.0,2,1,41.0,0
Super built-up  Area,Ready To Move, Thanisandra,In society,445.0,1,0,28.0,0
Built-up  Area,Ready To Move,Mylasandra,In society,900.0,7,2,76.0,0
Super built-up  Area,Ready To Move,HSR Layout,Not in society,1475.0,3,2,75.0,0
Super built-up  Area,Ready To Move,Gottigere,In society,1618.0,3,3,82.5,0
Super built-up  Area,Ready To Move,Koramangala,In society,1120.0,2,0,65.0,0
Super built-up  Area,Ready To Move,Marathahalli,In society,2181.0,3,2,152.0,0
Plot  Area,Ready To Move,Vidyaranyapura,Not in society,1200.0,4,0,90.0,0
Plot  Area,Ready To Move,Nagondanahalli,Not in society,600.0,4,3,65.0,0
Super built-up  Area,Not Ready To Move,Bannerghatta Road,In society,1556.0,2,1,59.13,10
Super built-up  Area,Not Ready To Move,Bannerghatta Road,In society,1179.0,2,1,66.02,2
Super built-up  Area,Ready To Move,Thanisandra,In society,1296.0,2,2,83.0,0
Built-up  Area,Ready To Move,Kaggadasapura,In society,1275.0,2,2,52.0,0
Built-up  Area,Ready To Move,Kalasipalya,Not in society,1875.0,2,2,300.0,0
